1.724477755546471371e+02,7.297686466287610640e-01
1.837026639602291596e+02,1.115969198929850220e-01
1.621053333542310781e+02,1.682299187801206131e-01
2.055609605020072479e+02,8.131232779584577353e-01
1.806126107871950808e+02,1.194824888786116396e-01
1.061572348879162604e+02,3.714790488329992035e-01
2.053992125939187758e+02,8.127292337444721460e-01
1.755774945687538775e+02,7.379351327219209056e-01
1.704288048168820637e+02,1.459456378020652645e-01
1.653362460639571907e+02,7.109046554158851006e-01
1.151930509240381468e+02,3.211076386914004654e-01
1.040735708482619373e+02,3.893881757112830355e-01
1.031556260826266964e+02,4.705155316726646886e-01
1.043899329020027125e+02,4.841332971421689058e-01
2.174987835668954688e+02,8.419472049688705440e-01
1.132715506442261955e+02,5.403287557272981045e-01
1.427389120252398698e+02,6.469461764822139749e-01
1.065318356588083901e+02,5.016658725331865076e-01
1.065740841698748511e+02,5.019685051490777594e-01
1.871430514507935925e+02,1.028860765414834622e-01
1.025938220535028904e+02,4.081949256503739631e-01
2.167880667922772204e+02,8.402444890786845422e-01
1.057821404942499441e+02,3.743365407356289420e-01
1.801393264513155543e+02,1.206957261527657477e-01
1.086933835169943450e+02,3.545744956209440080e-01
1.068560655675785682e+02,3.664469920189251662e-01
1.026355424393772751e+02,4.629101126016410550e-01
2.360392271935432689e+02,8.858666401625926445e-01
1.204383060394147407e+02,2.989946830749166118e-01
1.018013507779536013e+02,4.372043332699604434e-01
2.022129939684816975e+02,8.049460754542221430e-01
2.330610385342502866e+02,8.788709634706876050e-01
1.095294335564020685e+02,3.496576606363037687e-01
1.611061740743004407e+02,6.994518937285717497e-01
1.111469563065904680e+02,5.296286687227201861e-01
1.529015538034000485e+02,1.937678963516098196e-01
1.024599400954111559e+02,4.105759890207089091e-01
1.798146796632600228e+02,7.488754390906324776e-01
1.050518483057055192e+02,4.901120133998689843e-01
2.307754120916280556e+02,8.734878293749938072e-01
1.352880688697630660e+02,2.466321650480213512e-01
1.156743872525096748e+02,3.189472317291889292e-01
2.013266639021603623e+02,8.027736763696504685e-01
1.043168701729901926e+02,4.834304539139625545e-01
1.108146149253273478e+02,5.278629192882694499e-01
1.566466488516777531e+02,1.832455791565964498e-01
1.491911866664925412e+02,6.660070015593374526e-01
1.825637191697815638e+02,1.144963690280445950e-01
1.717824741900901984e+02,1.423816370725232427e-01
1.848884610846193368e+02,7.618175952248419369e-01
1.449727517691101468e+02,2.167673635795219766e-01
1.052706507097341557e+02,4.919575839473536716e-01
1.043910418499880137e+02,3.862603519937679586e-01
1.375518606787729254e+02,6.309689491875187795e-01
1.323238719890269692e+02,2.562993195900610255e-01
1.662907329547794859e+02,7.134635335279427837e-01
1.025251850118607138e+02,4.093885594591808452e-01
1.087493373135044834e+02,5.161669295261257506e-01
1.147295401013244316e+02,5.471855731532969669e-01
1.632976660671178024e+02,7.054088550958361736e-01
2.263056665218463763e+02,8.629229103447912941e-01
1.197808180979558301e+02,3.016163385278605169e-01
2.419641118890423002e+02,8.997250077177132432e-01
1.438706391215745271e+02,6.503489012266047142e-01
1.053389899187685472e+02,4.925226059876965934e-01
1.320669041158014636e+02,2.571516835506305054e-01
1.531542089718015234e+02,1.930518063390276318e-01
2.041675431030399466e+02,8.097253491277043302e-01
1.135507553355178487e+02,3.287351403567571606e-01
2.184607964368970556e+02,8.442494879488346982e-01
1.626401976572520596e+02,1.667770649238050074e-01
1.402837359936250436e+02,2.309382717651115025e-01
1.377086727998915876e+02,2.389422117041921645e-01
2.118299620662205598e+02,8.283209049057337348e-01
2.087443435633718707e+02,8.208584073228099021e-01
1.030061216095477619e+02,4.019003659273963081e-01
1.046159482420164721e+02,3.841550122517725097e-01
1.053073951534855723e+02,3.781422095687837492e-01
1.594099835413290407e+02,1.755999333766083415e-01
1.577511955082767656e+02,6.902261567524132779e-01
1.161665328696519737e+02,5.536342492762912348e-01
1.019085144276435813e+02,4.251139589626238280e-01
2.280063318191548660e+02,8.669487356329246275e-01
1.820093324647055226e+02,1.159106332204744155e-01
1.247460763164756514e+02,5.877878907304306955e-01
1.559970913880647743e+02,1.850568642544763165e-01
1.606850789534587136e+02,1.721030640765424669e-01
